,customer_id,date,departure_time,trip_type,home_lat,home_lon,office_lat,office_lon,trip_duration
0,1,2025-04-11,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,58.94
1,1,2025-04-12,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,49.01
2,1,2025-04-13,10:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,62.6
3,1,2025-04-14,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,54.77
4,1,2025-04-15,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,57.58
5,1,2025-04-16,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,69.16
6,1,2025-04-17,09:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,45.93
7,1,2025-04-18,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,55.81
8,1,2025-04-19,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,37.27
9,1,2025-04-20,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,53.5
10,1,2025-04-21,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,45.97
11,1,2025-04-22,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.06
12,1,2025-04-23,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.91
13,1,2025-04-24,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,34.85
14,1,2025-04-25,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.37
15,1,2025-04-26,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,51.1
16,1,2025-04-27,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,65.71
17,1,2025-04-28,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,43.14
18,1,2025-04-29,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.01
19,1,2025-04-30,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,43.56
20,1,2025-05-01,09:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.09
21,1,2025-05-02,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,41.61
22,1,2025-05-03,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,67.95
23,1,2025-05-04,10:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,60.07
24,1,2025-05-05,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,54.73
25,1,2025-05-06,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,56.28
26,1,2025-05-07,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,61.46
27,1,2025-05-08,09:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,43.16
28,1,2025-05-09,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,51.56
29,1,2025-05-10,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,39.6
30,1,2025-05-11,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,55.92
31,1,2025-05-12,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,63.88
32,1,2025-05-13,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,52.18
33,1,2025-05-14,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,51.98
34,1,2025-05-15,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,41.51
35,1,2025-05-16,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,50.58
36,1,2025-05-17,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,35.21
37,1,2025-05-18,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,41.25
38,1,2025-05-19,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,39.37
39,1,2025-05-20,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,43.72
40,1,2025-05-21,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,54.69
41,1,2025-05-22,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,33.95
42,1,2025-05-23,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,44.35
43,1,2025-05-24,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,53.08
44,1,2025-05-25,10:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,49.86
45,1,2025-05-26,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,32.5
46,1,2025-05-27,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,51.62
47,1,2025-05-28,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,58.11
48,1,2025-05-29,09:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,43.96
49,1,2025-05-30,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,46.88
50,1,2025-05-31,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,47.58
51,1,2025-06-01,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,47.33
52,1,2025-06-02,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,52.26
53,1,2025-06-03,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,46.42
54,1,2025-06-04,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,34.39
55,1,2025-06-05,09:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,42.74
56,1,2025-06-06,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,51.76
57,1,2025-06-07,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,54.59
58,1,2025-06-08,09:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,59.58
59,1,2025-06-09,08:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,42.69
60,1,2025-06-10,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,55.36
61,1,2025-06-11,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,41.39
62,1,2025-06-12,08:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,33.68
63,1,2025-06-13,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,67.84
64,1,2025-06-14,10:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,48.14
65,1,2025-06-15,10:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,41.74
66,1,2025-06-16,07:00,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,64.04
67,1,2025-06-17,07:30,Home_to_office,12.927371658826232,77.55405725968701,12.990890270276138,77.6773866666467,49.61
